Zone_ID,Code_Zone,Latitude,Longitude,Type_Sol,Bassin_Versant,Type_Occupation_Sol,Altitude_m,Pluie_Annuelle_mm,Temperature_Moyenne_C,Pente_Terrain_pct,Distance_Cours_Eau_m,Surface_Bassin_km2,Impermeabilisation_pct,Humidite_Sol_pct,Distance_Drainage_m,Nb_Inondations_Historiques,Type_Climat,Alerte_Meteo,Niveau_Nappe_m,Observation_Terrain,Risque_Inondation
ZONE-1559,CZ992566,35.55562,-6.00954,Alluvial,Sud,Industriel,7.5,2680,31.7,1.08,43.5,96.5,56.7,46.3,220,5,Humide,Non,42.5,RAS,Pas_de_risque
ZONE-1560,CZ286845,34.7903,-5.19242,Argileux,Nord,Urbain,9.5,5955,72.0,4.57,385.5,117.2,68.8,59.7,182,2,Humide,Oui,367.5,,Risque
ZONE-1561,CZ585303,35.96518,-4.88462,Rocheux,Nord,Mixte,10.8,4591,45.2,1.71,401.1,123.9,63.8,46.1,267,6,Humide,Non,397.0,Ruissellement important,Pas_de_risque
ZONE-1562,CZ641629,35.92415,-4.94073,Alluvial,Nord,Urbain,6.1,5729,38.2,0.77,44.6,110.6,62.3,51.9,190,0,Mediterraneen,Non,44.5,Ruissellement important,Pas_de_risque
ZONE-1563,CZ966195,35.14152,-6.47898,Alluvial,Nord,Urbain,5.6,4839,37.6,1.79,42.5,119.0,62.6,71.9,133,3,Humide,Non,39.5,Zone humide,Pas_de_risque
ZONE-1564,CZ799848,35.93848,-6.10542,Sableux,Sud,Industriel,7.3,6529,60.2,2.82,231.3,127.8,72.5,59.4,216,2,Mediterraneen,Non,,,Pas_de_risque
ZONE-1565,CZ584023,35.97091,-4.8504,Argileux,Sud,Foret,6.8,4412,71.7,3.17,389.9,109.2,53.8,39.7,96,3,Mediterraneen,Non,375.0,,Pas_de_risque
ZONE-1566,CZ963374,35.82963,-4.55324,Sableux,Ouest,Industriel,8.8,7164,52.6,1.66,227.6,145.4,76.1,61.3,201,4,Mediterraneen,Non,,RAS,Risque
ZONE-1567,CZ486804,34.1101,-5.93588,Sableux,Ouest,Foret,7.9,6755,59.5,3.05,221.6,115.4,71.1,51.2,195,4,Mediterraneen,Non,211.1,RAS,Risque
ZONE-1568,CZ511476,34.72161,-4.84728,Sableux,Ouest,Agricole,9.2,5434,60.8,3.01,223.5,83.4,46.5,47.0,204,4,Humide,Non,218.9,RAS,Pas_de_risque
ZONE-1569,CZ380684,34.6155,-6.24715,Sableux,Ouest,Urbain,6.0,7755,52.9,3.27,225.3,167.8,87.9,44.3,137,2,Mediterraneen,Non,217.0,,Pas_de_risque
ZONE-1570,CZ407455,35.39874,-5.8168,Rocheux,Ouest,Foret,4.7,7374,39.2,0.36,406.7,136.8,85.2,63.8,129,2,Mediterraneen,Non,389.8,Zone humide,Risque
ZONE-1571,CZ595162,34.17803,-5.95652,Argileux,Ouest,Foret,7.2,5229,71.5,4.1,425.4,135.0,73.1,47.4,175,7,Mediterraneen,Non,413.4,RAS,Risque
ZONE-1572,CZ583304,34.09034,-5.19348,Sableux,Sud,Urbain,9.5,8567,63.9,2.59,224.5,122.4,69.7,54.5,246,1,Humide,Non,223.8,RAS,Pas_de_risque
ZONE-1573,CZ800843,35.08482,-5.75778,Alluvial,Est,Urbain,4.1,5715,35.2,0.57,51.9,159.1,79.7,54.3,164,3,Humide,Non,53.6,Sol sature,Pas_de_risque
ZONE-1574,CZ515651,34.37115,-4.96991,Sableux,Ouest,Mixte,8.7,5861,67.4,1.19,231.4,91.0,49.6,48.0,138,2,Humide,Non,234.2,,Pas_de_risque
ZONE-1575,CZ874245,35.14577,-5.3313,Argileux,Sud,Urbain,9.1,2831,70.1,5.3,402.3,102.8,59.0,42.3,196,2,Humide,Oui,397.7,Ruissellement important,Risque
ZONE-1576,CZ678719,35.06976,-5.38901,Argileux,Est,Agricole,11.0,6666,72.9,5.19,403.1,165.5,95.9,52.3,206,3,Mediterraneen,Non,394.7,RAS,Risque
ZONE-1577,CZ628016,34.99529,-5.95026,Alluvial,Est,Urbain,7.8,9045,27.7,0.88,50.4,151.1,80.6,50.0,115,3,Mediterraneen,Oui,52.7,Zone humide,Pas_de_risque
ZONE-1578,CZ325612,35.85216,-5.58879,Alluvial,Nord,Agricole,5.8,2472,38.5,1.64,53.0,105.7,63.6,64.3,155,6,Humide,Non,51.2,Sol sature,Pas_de_risque
ZONE-1579,CZ589100,34.12333,-4.50784,Rocheux,Sud,Urbain,9.7,6927,41.5,1.21,419.6,137.3,84.6,52.6,191,1,Mediterraneen,Non,407.7,RAS,Pas_de_risque
ZONE-1580,CZ989327,35.52041,-6.15033,Sableux,Sud,Agricole,1.7,7562,58.2,1.58,230.3,126.3,64.7,60.2,115,2,Mediterraneen,Non,232.0,RAS,Pas_de_risque
ZONE-1581,CZ208380,34.78115,-5.86385,Alluvial,Est,Foret,12.0,5999,37.1,1.47,49.8,112.7,61.7,50.7,172,3,Mediterraneen,Non,51.5,Zone humide,Pas_de_risque
ZONE-1582,CZ183086,34.56309,-6.35262,Argileux,Nord,Industriel,10.6,4209,72.2,4.3,391.2,104.6,59.2,59.8,183,0,Humide,Non,,Sol sature,Pas_de_risque
ZONE-1583,CZ263233,35.4791,-5.28999,Sableux,Ouest,Agricole,6.5,9500,54.2,2.91,229.8,136.8,76.6,55.2,192,2,Mediterraneen,Oui,228.0,,Risque
ZONE-1584,CZ129715,35.91715,-5.05034,Rocheux,Nord,Mixte,13.2,7340,57.0,2.41,395.2,133.3,78.6,52.8,223,8,Mediterraneen,Non,374.4,RAS,Pas_de_risque
ZONE-1585,CZ364340,34.66446,-5.67735,Alluvial,Nord,Agricole,9.2,4930,41.4,1.0,51.8,109.2,57.3,60.3,196,4,Mediterraneen,Non,53.0,Zone humide,Pas_de_risque
ZONE-1586,CZ729275,35.16678,-5.54387,Argileux,Ouest,Mixte,9.7,4792,81.9,5.26,382.5,99.9,58.4,42.1,222,2,Humide,Non,,Ruissellement important,Risque
ZONE-1587,CZ613888,34.93709,-4.76531,Argileux,Sud,Mixte,4.4,6268,88.8,4.8,385.3,110.6,64.5,45.7,160,1,Humide,Oui,365.2,RAS,Pas_de_risque
ZONE-1588,CZ763778,35.94657,-5.89495,Rocheux,Ouest,Foret,4.9,7085,46.7,1.03,383.1,81.2,52.0,60.7,143,4,Humide,Oui,381.4,,Risque
ZONE-1589,CZ166553,34.47949,-6.29996,Argileux,Est,Mixte,7.0,5732,71.3,2.13,406.1,166.9,83.4,51.6,180,1,Mediterraneen,Oui,390.9,RAS,Risque
ZONE-1590,CZ315958,35.13981,-5.28865,Rocheux,Est,Foret,7.7,4134,47.6,1.24,381.9,118.1,70.2,49.0,178,3,Mediterraneen,Non,381.8,RAS,Pas_de_risque
ZONE-1591,CZ264411,34.01697,-6.06663,Rocheux,Sud,Agricole,2.1,7088,59.4,1.83,399.5,141.3,72.5,51.2,187,0,Mediterraneen,Non,378.0,Drainage faible,Risque
ZONE-1592,CZ901537,34.63358,-4.63251,Sableux,Ouest,Urbain,6.5,5624,62.8,2.02,215.5,131.1,70.3,57.0,185,4,Mediterraneen,Non,207.2,Drainage faible,Pas_de_risque
ZONE-1593,CZ349720,34.39196,-5.33611,Rocheux,Ouest,Mixte,10.3,8227,51.5,1.73,430.3,147.1,78.5,45.8,163,3,Mediterraneen,Non,411.3,RAS,Risque
ZONE-1594,CZ903543,35.6465,-4.93002,Alluvial,Sud,Mixte,10.0,4200,50.0,1.97,45.9,78.4,53.5,51.2,205,1,Humide,Oui,43.8,Sol sature,Pas_de_risque
ZONE-1595,CZ289721,34.19522,-6.01911,Alluvial,Nord,Foret,0.5,8348,38.7,0.64,53.2,125.8,72.8,60.6,153,0,Mediterraneen,Non,52.4,Sol sature,Pas_de_risque
ZONE-1596,CZ541652,34.30381,-5.84699,Alluvial,Est,Agricole,8.9,5152,39.2,1.08,51.3,36.6,32.2,60.2,174,4,Humide,Non,52.2,Ruissellement important,Pas_de_risque
ZONE-1597,CZ588373,35.21664,-5.7757,Argileux,Est,Foret,5.8,5887,77.5,6.19,417.4,112.7,68.9,70.1,107,1,Humide,Non,417.0,RAS,Risque
ZONE-1598,CZ509379,35.69351,-6.01675,Argileux,Ouest,Foret,4.5,6577,80.5,2.98,375.4,97.0,58.7,56.6,124,2,Mediterraneen,Non,379.2,RAS,Risque
ZONE-1599,CZ376080,35.56547,-5.0077,Alluvial,Nord,Foret,7.5,7569,35.5,0.67,45.6,151.9,80.6,59.1,182,0,Mediterraneen,Non,44.0,Zone humide,Pas_de_risque
ZONE-1600,CZ172131,34.67414,-6.43746,Argileux,Ouest,Industriel,1.8,7971,62.9,3.32,379.5,150.7,84.1,62.1,163,0,Mediterraneen,Non,,RAS,Risque
ZONE-1601,CZ511973,34.02121,-4.77669,Argileux,Est,Industriel,3.3,7654,94.2,4.59,396.3,161.2,86.6,62.9,130,2,Mediterraneen,Oui,,,Risque
ZONE-1602,CZ177585,34.63864,-6.21115,Argileux,Ouest,Urbain,5.6,8366,76.4,6.03,374.8,111.0,55.6,63.2,162,4,Mediterraneen,Non,370.5,Drainage faible,Risque
ZONE-1603,CZ953539,35.5059,-6.19704,Alluvial,Sud,Agricole,13.0,5607,32.7,1.35,46.5,122.3,68.2,50.5,182,3,Humide,Non,47.5,RAS,Pas_de_risque
ZONE-1604,CZ427521,35.65865,-6.43101,Sableux,Nord,Agricole,5.0,7910,65.8,2.18,237.7,113.2,66.1,57.7,139,4,Humide,Non,237.7,,Pas_de_risque
ZONE-1605,CZ186390,35.25977,-5.01836,Sableux,Sud,Agricole,3.2,7699,64.0,3.04,228.7,115.4,61.3,63.5,149,1,Mediterraneen,Non,,Drainage faible,Risque
ZONE-1606,CZ259500,35.83855,-5.41935,Rocheux,Est,Urbain,3.7,5347,43.7,1.9,423.7,82.3,50.6,52.8,111,1,Humide,Oui,413.3,RAS,Pas_de_risque
ZONE-1607,CZ371367,34.93035,-6.32698,Argileux,Est,Agricole,6.4,8845,61.8,6.51,403.2,155.4,83.8,57.1,146,1,Mediterraneen,Non,,,Risque
ZONE-1608,CZ317790,35.88897,-5.0891,Argileux,Ouest,Agricole,9.1,6345,65.4,5.64,373.2,84.2,54.7,54.5,166,5,Humide,Non,362.8,Drainage faible,Risque
ZONE-1609,CZ691296,34.39174,-6.16605,Argileux,Ouest,Foret,10.6,6483,56.9,4.98,389.1,145.1,85.6,50.6,124,1,Mediterraneen,Non,382.7,Sol sature,Pas_de_risque
ZONE-1610,CZ413807,35.60792,-6.27512,Argileux,Sud,Urbain,8.5,6928,88.6,3.29,344.2,139.7,81.2,51.1,134,1,Mediterraneen,Non,350.4,Drainage faible,Risque
ZONE-1611,CZ529111,35.75245,-4.73245,Alluvial,Nord,Urbain,10.7,6708,51.4,1.88,44.4,142.2,74.1,55.6,211,6,Humide,Non,39.7,RAS,Risque
ZONE-1612,CZ220045,35.6742,-6.10153,Argileux,Ouest,Urbain,8.5,6804,79.2,3.19,394.1,104.4,64.1,60.2,217,3,Mediterraneen,Non,367.8,,Risque
ZONE-1613,CZ523831,35.63869,-4.67783,Argileux,Sud,Industriel,3.4,6004,71.7,3.61,427.0,122.1,66.8,59.2,140,0,Mediterraneen,Non,,Drainage faible,Pas_de_risque
ZONE-1614,CZ887176,34.24368,-5.40273,Alluvial,Sud,Agricole,4.3,5602,38.9,1.33,43.5,128.6,66.9,39.5,195,1,Humide,Non,43.1,Sol sature,Pas_de_risque
ZONE-1615,CZ283501,34.81068,-6.13218,Sableux,Est,Urbain,9.5,5113,63.2,2.02,234.4,169.0,93.4,51.1,225,4,Humide,Non,234.5,Sol sature,Risque
ZONE-1616,CZ645346,35.65171,-5.87383,Alluvial,Sud,Foret,9.9,6117,34.0,0.45,54.4,127.3,69.4,54.2,242,1,Mediterraneen,Oui,53.0,RAS,Pas_de_risque
ZONE-1617,CZ147234,35.82175,-5.80606,Alluvial,Nord,Industriel,10.3,5048,32.8,1.73,49.3,136.3,72.3,60.2,262,2,Humide,Non,47.0,RAS,Pas_de_risque
ZONE-1618,CZ936978,34.73203,-4.7393,Alluvial,Est,Urbain,8.3,4359,35.2,0.62,44.6,147.9,86.5,44.6,187,2,Humide,Non,43.5,RAS,Pas_de_risque
ZONE-1619,CZ449931,35.72336,-6.23584,Argileux,Est,Foret,9.1,4035,79.6,2.73,384.7,147.8,78.2,55.0,215,2,Humide,Oui,384.8,RAS,Risque
ZONE-1620,CZ388953,35.54704,-6.20037,Argileux,Sud,Foret,8.0,6806,67.7,2.6,404.6,142.5,74.2,51.0,198,4,Mediterraneen,Oui,,Sol sature,Risque
ZONE-1621,CZ986837,34.9168,-6.17356,Sableux,Sud,Agricole,4.6,6829,61.2,2.26,228.1,167.9,85.6,48.0,147,0,Mediterraneen,Oui,,,Pas_de_risque
ZONE-1622,CZ485905,34.55374,-5.70464,Sableux,Ouest,Urbain,7.5,6517,56.4,2.36,220.7,143.8,85.8,65.3,196,0,Mediterraneen,Non,,Zone humide,Pas_de_risque
ZONE-1623,CZ696658,35.23917,-6.42448,Argileux,Sud,Agricole,7.4,7305,70.2,7.61,375.6,150.2,86.1,49.7,202,1,Mediterraneen,Non,354.7,,Risque
ZONE-1624,CZ455045,34.51878,-5.4075,Argileux,Sud,Urbain,7.5,5189,60.8,3.06,398.4,104.2,60.2,49.4,131,2,Humide,Non,,Sol sature,Pas_de_risque
ZONE-1625,CZ649690,34.97513,-5.73765,Rocheux,Sud,Mixte,6.6,4190,39.9,1.27,408.9,157.9,71.5,41.6,165,2,Humide,Non,395.1,RAS,Pas_de_risque
ZONE-1626,CZ740477,34.14742,-5.47561,Argileux,Est,Agricole,9.6,6973,61.9,3.38,403.0,122.6,70.4,59.8,202,1,Mediterraneen,Non,407.8,Sol sature,Risque
ZONE-1627,CZ498565,35.24417,-6.42514,Alluvial,Nord,Foret,8.3,7796,43.5,0.84,42.1,137.6,79.9,65.4,187,2,Mediterraneen,Non,43.3,RAS,Risque
ZONE-1628,CZ521976,34.07094,-4.77363,Sableux,Est,Urbain,7.6,9003,72.3,3.48,236.6,118.2,73.7,51.6,162,4,Mediterraneen,Non,236.8,RAS,Risque
ZONE-1629,CZ865823,35.76417,-5.79721,Argileux,Nord,Mixte,5.8,8643,83.0,4.23,419.2,131.3,73.3,61.5,227,3,Mediterraneen,Oui,418.7,,Risque
ZONE-1630,CZ863303,35.29094,-6.41046,Argileux,Nord,Mixte,3.1,7663,78.5,5.39,418.7,149.5,80.4,59.1,158,4,Mediterraneen,Non,397.1,Sol sature,Risque
ZONE-1631,CZ623966,35.81222,-6.04671,Rocheux,Nord,Mixte,8.7,7885,52.6,2.03,389.7,138.0,79.1,72.7,99,2,Mediterraneen,Non,377.4,Zone humide,Pas_de_risque
ZONE-1632,CZ230229,35.77481,-4.54834,Sableux,Ouest,Agricole,12.0,4703,42.9,2.09,236.0,115.6,64.9,49.1,206,2,Humide,Non,231.2,Drainage faible,Pas_de_risque
ZONE-1633,CZ942757,35.88492,-4.50536,Rocheux,Sud,Foret,6.4,6959,40.6,1.19,434.1,145.2,89.3,60.5,202,3,Mediterraneen,Oui,423.0,,Pas_de_risque
ZONE-1634,CZ671719,35.74126,-5.96265,Rocheux,Ouest,Industriel,7.1,5483,48.4,1.86,391.1,143.6,73.6,53.3,157,5,Mediterraneen,Oui,382.6,RAS,Pas_de_risque
ZONE-1635,CZ469915,34.28757,-4.69397,Alluvial,Ouest,Urbain,10.3,3741,40.1,1.17,48.0,74.6,51.6,50.7,161,5,Humide,Non,47.7,,Pas_de_risque
ZONE-1636,CZ976227,35.46493,-5.77705,Alluvial,Ouest,Industriel,10.3,6542,34.0,0.99,51.7,181.5,94.6,60.5,191,2,Mediterraneen,Non,50.9,,Pas_de_risque
ZONE-1637,CZ223307,35.26999,-5.91669,Alluvial,Est,Urbain,6.2,9422,31.6,1.36,55.0,145.9,87.3,42.2,169,2,Mediterraneen,Oui,54.2,Sol sature,Risque
ZONE-1638,CZ407942,34.44539,-6.27418,Rocheux,Est,Foret,9.3,8414,47.7,1.36,413.0,159.7,87.1,51.6,175,4,Mediterraneen,Oui,401.4,,Risque
ZONE-1639,CZ287956,34.68935,-5.80014,Argileux,Sud,Foret,7.5,3379,88.4,4.2,409.6,80.1,45.5,52.0,181,2,Humide,Non,402.7,Drainage faible,Risque
ZONE-1640,CZ702555,34.19532,-4.91338,Argileux,Nord,Urbain,2.8,6098,71.8,5.19,387.2,151.9,84.6,56.4,135,2,Mediterraneen,Non,,RAS,Risque
ZONE-1641,CZ664109,34.14646,-5.30026,Argileux,Ouest,Agricole,12.0,5717,67.6,2.9,402.2,121.9,70.5,66.4,177,1,Mediterraneen,Non,,Sol sature,Risque
ZONE-1642,CZ707415,35.05825,-5.77086,Argileux,Sud,Mixte,5.5,5555,83.4,6.92,377.6,143.3,76.9,48.2,92,1,Mediterraneen,Non,359.7,,Pas_de_risque
ZONE-1643,CZ348492,35.56613,-4.82721,Rocheux,Nord,Agricole,3.0,8967,61.3,1.54,422.3,128.1,71.2,62.6,107,2,Mediterraneen,Non,412.5,Zone humide,Pas_de_risque
ZONE-1644,CZ952083,35.34959,-4.9931,Argileux,Sud,Mixte,10.4,6702,56.6,2.92,387.9,97.2,57.2,51.9,232,1,Humide,Non,377.9,,Risque
ZONE-1645,CZ601554,34.96918,-4.64704,Argileux,Nord,Mixte,3.2,5775,79.7,7.86,410.4,148.6,86.8,56.7,113,0,Mediterraneen,Non,,,Pas_de_risque
ZONE-1646,CZ557588,35.60165,-5.5786,Rocheux,Sud,Urbain,5.6,7797,35.6,1.51,402.8,124.6,69.8,51.8,174,2,Mediterraneen,Non,395.6,,Pas_de_risque
ZONE-1647,CZ516716,35.09038,-5.39109,Argileux,Sud,Foret,6.5,6870,70.4,6.02,396.8,192.4,106.1,57.4,190,1,Mediterraneen,Oui,388.5,Zone humide,Risque
ZONE-1648,CZ495982,35.38822,-4.66508,Sableux,Est,Industriel,10.7,5854,66.2,3.75,201.4,86.4,55.5,39.8,168,5,Humide,Non,192.8,,Risque
ZONE-1649,CZ398432,35.33329,-4.86425,Argileux,Est,Foret,9.7,6283,81.3,4.83,400.9,122.3,73.7,44.6,171,3,Humide,Non,395.2,,Risque
ZONE-1650,CZ121283,34.93661,-5.6723,Argileux,Sud,Agricole,11.6,6918,75.1,7.37,371.7,141.9,80.3,49.1,186,2,Humide,Oui,353.4,,Risque
ZONE-1651,CZ380512,34.83178,-4.92226,Argileux,Sud,Urbain,10.5,8764,80.2,3.94,388.2,141.6,72.5,38.1,207,3,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1652,CZ159117,34.29129,-4.76191,Argileux,Sud,Industriel,9.7,6576,62.1,0.1,383.0,131.8,73.5,48.1,285,0,Mediterraneen,Oui,379.1,RAS,Pas_de_risque
ZONE-1653,CZ896988,34.16878,-5.71008,Rocheux,Sud,Foret,7.1,9086,53.1,2.26,414.6,169.0,86.3,50.4,187,2,Mediterraneen,Non,406.3,Ruissellement important,Risque
ZONE-1654,CZ110633,34.1525,-4.65847,Argileux,Est,Foret,4.8,8692,66.1,5.41,411.8,162.8,91.5,66.9,127,1,Mediterraneen,Oui,,Sol sature,Risque
ZONE-1655,CZ902524,35.15628,-6.39483,Rocheux,Sud,Mixte,9.9,7181,39.9,,392.2,91.8,56.6,39.6,236,2,Mediterraneen,Oui,389.2,Zone humide,Risque
ZONE-1656,CZ385605,35.45216,-5.54396,Argileux,Sud,Urbain,5.7,7995,68.7,6.46,395.9,168.8,92.6,51.8,131,2,Mediterraneen,Non,377.3,Ruissellement important,Risque
ZONE-1657,CZ845723,34.14712,-5.50312,Alluvial,Nord,Foret,7.9,3264,43.7,0.89,52.5,120.7,65.4,63.4,186,3,Humide,Non,54.9,RAS,Pas_de_risque
ZONE-1658,CZ896399,35.07382,-4.83441,Argileux,Est,Urbain,7.6,8702,66.9,5.07,383.9,122.4,76.7,58.0,156,2,Mediterraneen,Oui,,,Risque
ZONE-1659,CZ524446,34.21343,-5.40001,Alluvial,Est,Urbain,9.2,5564,46.3,0.48,48.1,92.6,54.3,56.9,133,1,Humide,Oui,47.4,Sol sature,Pas_de_risque
ZONE-1660,CZ333886,34.23597,-5.08263,Argileux,Ouest,Mixte,8.8,3446,83.0,3.76,396.7,100.2,55.2,55.2,203,2,Humide,Non,389.1,RAS,Risque
ZONE-1661,CZ652275,35.00819,-4.87509,Argileux,Sud,Agricole,2.0,5752,83.4,5.38,382.5,137.8,69.7,58.4,128,1,Mediterraneen,Non,383.9,RAS,Risque
ZONE-1662,CZ729036,35.95631,-5.9737,Rocheux,Est,Agricole,9.9,7663,45.6,1.59,406.6,133.4,82.5,61.5,234,3,Mediterraneen,Non,,,Risque
ZONE-1663,CZ380917,35.24352,-5.87012,Argileux,Nord,Industriel,7.9,7671,71.9,4.1,364.7,118.2,71.1,61.3,205,2,Mediterraneen,Non,364.2,RAS,Risque
ZONE-1664,CZ873158,34.94245,-6.1745,Argileux,Nord,Agricole,9.1,6726,89.6,4.94,398.2,119.2,73.8,57.4,195,0,Mediterraneen,Non,,,Pas_de_risque
ZONE-1665,CZ957555,34.63771,-4.77719,Rocheux,Nord,Foret,3.8,8026,,0.98,385.0,142.1,71.7,70.3,140,1,Humide,Non,,Sol sature,Pas_de_risque
ZONE-1666,CZ270932,35.73155,-5.62318,Argileux,Ouest,Industriel,9.1,6774,97.4,2.99,395.8,127.6,68.7,42.4,227,2,Mediterraneen,Non,395.9,RAS,Pas_de_risque
ZONE-1667,CZ121643,34.35957,-5.40726,Alluvial,Sud,Mixte,14.0,7476,32.2,1.77,50.3,164.4,82.5,42.0,196,1,Mediterraneen,Non,50.4,Zone humide,Risque
ZONE-1668,CZ797819,34.32177,-4.63939,Argileux,Ouest,Mixte,8.2,5150,78.3,5.23,376.8,179.0,96.3,51.2,198,1,Mediterraneen,Non,361.8,,Risque
ZONE-1669,CZ106088,35.83237,-5.58457,Argileux,Sud,Urbain,7.9,7597,79.0,5.17,429.4,183.7,104.3,56.8,247,2,Mediterraneen,Oui,429.4,RAS,Risque
ZONE-1670,CZ120914,35.23035,-5.58822,Alluvial,Est,Mixte,11.2,5335,28.9,0.96,53.6,138.4,64.8,50.3,280,1,Humide,Oui,52.6,RAS,Pas_de_risque
ZONE-1671,CZ751110,34.77237,-6.37764,Argileux,Nord,Agricole,1.2,7073,89.2,5.32,388.2,133.4,72.3,54.4,135,1,Mediterraneen,Non,376.2,Sol sature,Pas_de_risque
ZONE-1672,CZ230119,35.22242,-4.92711,Argileux,Ouest,Industriel,10.2,8016,81.7,6.08,401.9,161.2,84.0,58.7,233,2,Mediterraneen,Non,,Sol sature,Pas_de_risque
ZONE-1673,CZ158418,34.74586,-5.54101,Argileux,Nord,Mixte,7.2,6255,61.7,5.25,404.8,125.9,63.1,53.5,89,3,Mediterraneen,Non,409.0,,Pas_de_risque
ZONE-1674,CZ376386,34.83703,-5.73702,Rocheux,Sud,Agricole,6.3,5434,42.2,1.24,386.5,157.4,93.9,49.0,129,1,Mediterraneen,Non,377.1,Sol sature,Pas_de_risque
ZONE-1675,CZ841738,35.20663,-4.69369,Alluvial,Sud,Foret,4.6,5021,33.1,1.07,47.4,128.2,75.6,43.9,121,1,Humide,Non,45.2,,Pas_de_risque
ZONE-1676,CZ579757,34.36129,-5.31089,Rocheux,Est,Mixte,9.5,6706,42.8,0.82,401.0,85.2,53.2,48.0,272,0,Humide,Non,394.1,Zone humide,Risque
ZONE-1677,CZ670272,35.17346,-4.81412,Argileux,Sud,Mixte,9.1,5577,68.4,1.96,399.9,180.7,93.1,58.9,201,0,Mediterraneen,Non,401.2,,Pas_de_risque
ZONE-1678,CZ289086,35.76635,-5.3779,Argileux,Nord,Agricole,6.0,7650,66.4,3.24,377.5,99.2,58.7,65.4,240,2,Mediterraneen,Non,370.2,Zone humide,Risque
ZONE-1679,CZ204122,34.29009,-6.47077,Argileux,Nord,Mixte,6.4,4259,88.6,4.2,371.0,164.8,87.1,55.9,214,4,Mediterraneen,Non,358.1,,Risque
ZONE-1680,CZ412100,35.56209,-5.05865,Rocheux,Nord,Foret,2.8,5677,41.1,1.93,410.4,154.3,80.7,65.6,108,2,Humide,Non,408.8,Drainage faible,Pas_de_risque
ZONE-1681,CZ981563,34.18299,-5.82897,Sableux,Sud,Foret,8.8,6673,63.2,4.15,220.1,95.4,58.0,55.8,219,1,Humide,Non,213.7,RAS,Risque
ZONE-1682,CZ380151,34.13155,-4.97316,Rocheux,Est,Urbain,10.9,6333,42.8,2.66,389.4,162.1,86.9,55.7,207,4,Mediterraneen,Non,384.6,Drainage faible,Pas_de_risque
ZONE-1683,CZ108577,34.635,-5.49084,Sableux,Nord,Urbain,12.4,3414,45.6,3.23,242.5,64.6,37.7,50.9,220,2,Humide,Oui,,Ruissellement important,Pas_de_risque
ZONE-1684,CZ466675,34.84635,-4.53502,Argileux,Ouest,Agricole,0.5,4556,60.2,7.27,401.1,135.8,71.9,,99,0,Humide,Oui,388.7,Sol sature,Pas_de_risque
ZONE-1685,CZ254220,34.65129,-5.54997,Sableux,Nord,Agricole,7.1,7932,62.7,2.29,225.1,122.4,71.5,59.2,247,1,Mediterraneen,Non,217.2,RAS,Pas_de_risque
ZONE-1686,CZ737462,35.61833,-5.32599,Sableux,Nord,Urbain,2.7,8410,69.3,3.93,230.0,154.3,90.9,44.6,105,0,Mediterraneen,Oui,224.5,RAS,Risque
ZONE-1687,CZ380400,34.37035,-5.39032,Sableux,Ouest,Agricole,11.9,8442,79.5,2.84,233.5,131.8,74.8,48.7,208,6,Mediterraneen,Non,,RAS,Risque
ZONE-1688,CZ813136,35.24083,-6.35978,Rocheux,Ouest,Industriel,4.8,6212,55.9,2.16,397.1,59.9,32.0,56.7,112,1,Humide,Non,382.6,,Pas_de_risque
ZONE-1689,CZ759409,35.79762,-4.93208,Alluvial,Sud,Agricole,11.7,6320,38.1,1.3,44.0,132.6,73.0,50.3,248,1,Mediterraneen,Non,46.2,,Pas_de_risque
ZONE-1690,CZ336729,34.72589,-4.86861,Alluvial,Ouest,Urbain,5.0,7048,30.0,1.36,48.7,151.3,80.1,66.2,147,5,Mediterraneen,Non,47.9,Zone humide,Pas_de_risque
ZONE-1691,CZ626025,34.06583,-5.28409,Argileux,Est,Urbain,7.4,6905,71.5,3.84,373.2,93.8,52.9,50.0,145,2,Mediterraneen,Non,375.6,Ruissellement important,Risque
ZONE-1692,CZ428141,35.15031,-6.20203,Alluvial,Nord,Agricole,7.6,5345,31.5,1.12,57.1,96.6,53.0,43.5,165,0,Humide,Oui,53.9,Zone humide,Pas_de_risque
ZONE-1693,CZ296012,35.13898,-6.46255,Argileux,Ouest,Industriel,5.0,8889,75.9,2.98,392.5,147.2,83.4,57.0,149,4,Mediterraneen,Non,391.5,,Risque
ZONE-1694,CZ907903,35.61817,-5.36436,Alluvial,Est,Industriel,10.3,7519,38.6,0.6,47.9,145.0,84.8,44.1,195,2,Mediterraneen,Oui,47.4,RAS,Pas_de_risque
ZONE-1695,CZ948888,35.21773,-4.69919,Argileux,Ouest,Foret,6.6,5500,85.2,4.12,407.2,116.1,62.2,51.4,166,1,Humide,Non,,,Pas_de_risque
ZONE-1696,CZ463920,35.89131,-5.04614,Rocheux,Sud,Urbain,10.8,7262,38.5,1.74,395.6,116.6,64.2,48.9,137,6,Mediterraneen,Oui,379.3,RAS,Pas_de_risque
ZONE-1697,CZ619892,34.80202,-4.86775,Argileux,Sud,Mixte,2.4,9302,68.6,3.87,413.3,183.7,95.8,,167,0,Mediterraneen,Non,390.9,RAS,Risque
ZONE-1698,CZ225074,35.94213,-6.2448,Argileux,Sud,Foret,11.3,7517,77.1,2.93,406.9,83.5,53.0,59.3,200,4,Mediterraneen,Non,399.7,Zone humide,Risque
